AetheryteName,FlagX,FlagY,FlagZ,HasRealXYZ,MapName,RealX,RealY,RealZ,RecordedAt,TerritoryId,ZoneName
,127,10.8,-147.5,True,Timeworn Leather Map,128.4,12.5,-144.2,2026-03-07 19:00:53,145,Eastern Thanalan
,-331,-19.2,-110.6,True,Timeworn Leather Map,-331.6,-19.3,-110.6,2026-03-07 19:01:28,145,Eastern Thanalan
,56.6,10,-418,True,Timeworn Leather Map,60.9,10.3,-410.7,2026-03-07 19:05:52,146,Southern Thanalan
,-176,7.6,416.2,True,Timeworn Leather Map,-176,7.6,416,2026-03-07 19:07:11,146,Southern Thanalan
,-343.3,12.6,-276,True,Timeworn Leather Map,-353,13,-275.8,2026-03-07 19:10:00,146,Southern Thanalan
,327.3,258,117.8,True,Timeworn Leather Map,327.4,257.9,118.3,2026-03-07 19:10:35,155,Coerthas Central Highlands
,155.3,227.4,289.1,True,Timeworn Leather Map,155,227.3,289.4,2026-03-07 19:10:58,155,Coerthas Central Highlands
,111.4,292.6,-76.1,True,Timeworn Leather Map,110.1,295.9,-82.2,2026-03-07 19:11:30,155,Coerthas Central Highlands
,163.6,-23.8,530.7,True,Timeworn Goatskin Map,163.7,-23.8,531.1,2026-03-07 19:12:16,148,Central Shroud
,202.2,-9.4,-18.1,True,Timeworn Goatskin Map,202.3,-9.4,-18.6,2026-03-07 19:12:59,148,Central Shroud
,-192.3,1.9,-38.6,True,Timeworn Goatskin Map,-182.6,1.9,-38.5,2026-03-07 19:13:31,148,Central Shroud
,114.7,11.9,468.1,True,Timeworn Goatskin Map,114.5,11.8,468,2026-03-07 19:14:07,152,East Shroud
,3.4,-3.8,199.5,True,Timeworn Goatskin Map,3.4,-3.8,199.5,2026-03-07 19:14:34,152,East Shroud
,-204.3,15.5,13.4,True,Timeworn Goatskin Map,-204.4,15.5,13.3,2026-03-07 19:15:00,152,East Shroud
,19,5.5,-96,True,Timeworn Goatskin Map,18.5,5.5,-96,2026-03-07 19:15:26,153,South Shroud
,318.1,-0.2,41.9,True,Timeworn Goatskin Map,318.2,-0.3,41.9,2026-03-07 19:15:55,153,South Shroud
,200.3,31,-164.2,True,Timeworn Goatskin Map,203.6,32.7,-164.5,2026-03-07 19:16:51,153,South Shroud
,353.8,8.9,234.2,True,Timeworn Goatskin Map,345.2,7.7,234.5,2026-03-07 19:20:00,154,North Shroud
,415,-5.5,69.8,True,Timeworn Goatskin Map,411.9,-4.7,78,2026-03-07 19:20:19,154,North Shroud
,190.8,53.7,178.2,True,Timeworn Goatskin Map,190.2,56.4,183.6,2026-03-07 19:20:59,134,Middle La Noscea
,143.9,58,-26.9,True,Timeworn Goatskin Map,144.9,59.7,-22.2,2026-03-07 19:21:20,134,Middle La Noscea
,-169,15.6,-400,True,Timeworn Goatskin Map,-169.3,15.7,-400.3,2026-03-07 19:21:57,134,Middle La Noscea
,397.6,84.6,-385.6,True,Timeworn Goatskin Map,397.6,84.6,-385.3,2026-03-07 19:24:02,135,Lower La Noscea
,164.9,59.1,289.9,True,Timeworn Goatskin Map,164.7,59.2,290.5,2026-03-07 19:24:51,135,Lower La Noscea
,379.8,72,-258.9,True,Timeworn Goatskin Map,379.9,71.9,-259,2026-03-07 19:25:36,135,Lower La Noscea
,405.6,19.8,743.9,True,Timeworn Goatskin Map,405.5,19.7,743.6,2026-03-07 19:26:47,137,Eastern La Noscea
,-155.2,48,169,True,Timeworn Goatskin Map,-155.1,47.9,169.2,2026-03-07 19:28:13,137,Eastern La Noscea
,401.3,34.7,147.3,True,Timeworn Goatskin Map,409.3,35,147,2026-03-07 19:28:53,137,Eastern La Noscea
,404.5,18.5,21.2,True,Timeworn Goatskin Map,404.4,18.5,21.3,2026-03-07 19:29:43,138,Western La Noscea
,90.2,-11.3,9,True,Timeworn Goatskin Map,89.6,-11.3,9,2026-03-07 19:30:10,138,Western La Noscea
,730.4,25.7,440.7,True,Timeworn Goatskin Map,733.2,27.3,436.9,2026-03-07 19:33:40,138,Western La Noscea
,-370.5,-0.2,195.1,True,Timeworn Goatskin Map,-363.8,0.6,194.1,2026-03-07 19:34:41,139,Upper La Noscea
,585.4,-1.9,121.3,True,Timeworn Goatskin Map,586.1,-2.1,121.2,2026-03-07 19:35:46,139,Upper La Noscea
,293.9,-2.6,110.6,True,Timeworn Goatskin Map,293.7,-2.6,110.6,2026-03-07 19:36:12,139,Upper La Noscea
,-392.2,48.3,-328.2,True,Timeworn Goatskin Map,-357.8,53.1,-309.9,2026-03-07 19:37:28,180,Outer La Noscea
,290.6,-25.6,166.4,True,Timeworn Leather Map,290.7,-25.5,166.4,2026-03-07 19:41:56,154,North Shroud
,-59.2,-47.3,335.3,True,Timeworn Leather Map,-59.3,-47.3,335.3,2026-03-07 19:42:28,154,North Shroud
,55.8,66.1,-293.4,True,Timeworn Leather Map,55.8,66.1,-293.4,2026-03-07 19:42:53,134,Middle La Noscea
,66.9,57.5,-315.1,True,Timeworn Goatskin Map,61.4,58.5,-313.9,2026-03-07 19:44:17,180,Outer La Noscea
,-289.1,54,-287.8,True,Timeworn Goatskin Map,-286.3,54.1,-288,2026-03-07 19:45:27,180,Outer La Noscea
,276.9,62.7,-220.1,True,Timeworn Goatskin Map,270.2,63.5,-220.1,2026-03-07 19:45:54,140,Western Thanalan
,-162.5,-50.4,275.5,True,Timeworn Goatskin Map,-162.3,-50.4,275.4,2026-03-07 19:55:59,154,North Shroud
,-460.3,22.8,-474.6,True,Timeworn Goatskin Map,-465.9,23,-474.6,2026-03-07 19:59:18,140,Western Thanalan
,160.6,49.6,113.5,True,Timeworn Goatskin Map,157.2,51.4,111.5,2026-03-07 20:00:42,140,Western Thanalan
,-39.1,26.8,-414.4,True,Timeworn Goatskin Map,-28.8,27.2,-416.1,2026-03-07 20:01:45,141,Central Thanalan
,-271.5,20.9,-58.8,True,Timeworn Goatskin Map,-271.6,23.6,-61.9,2026-03-07 20:03:04,141,Central Thanalan
,161.8,-3.7,47.6,True,Timeworn Goatskin Map,162.4,-3.7,47.5,2026-03-08 02:09:18,145,Eastern Thanalan
,397.8,21.6,-197.3,True,Timeworn Goatskin Map,395.2,21.5,-206.3,2026-03-08 02:10:51,145,Eastern Thanalan
,-134.7,-42,112.8,True,Timeworn Goatskin Map,-135,-42,113,2026-03-08 02:11:37,145,Eastern Thanalan
,39.2,3.8,-366.5,True,Timeworn Goatskin Map,39,3.8,-366.4,2026-03-08 02:12:09,146,Southern Thanalan
,125.1,1.1,-675,True,Timeworn Goatskin Map,125.1,1.2,-675.7,2026-03-08 02:12:38,146,Southern Thanalan
,-278.7,4.3,-67.3,True,Timeworn Goatskin Map,-278.6,4.3,-67.4,2026-03-08 02:14:40,146,Southern Thanalan
,68.2,298.1,170.9,True,Timeworn Goatskin Map,68.2,298.1,170.8,2026-03-08 02:15:19,155,Coerthas Central Highlands
,249.3,311.9,-386.3,True,Timeworn Goatskin Map,249.3,311.9,-386.4,2026-03-08 02:16:04,155,Coerthas Central Highlands
,524.8,234.9,303.9,True,Timeworn Goatskin Map,524.8,234.9,304,2026-03-08 02:17:10,155,Coerthas Central Highlands
,443.4,32,-2.6,True,Timeworn Toadskin Map,443.8,32.1,-2.6,2026-03-08 02:17:50,148,Central Shroud
,154.2,-7.7,-15,True,Timeworn Toadskin Map,154,-7.7,-15,2026-03-08 02:18:15,148,Central Shroud
,-258.4,64,-186.3,True,Timeworn Toadskin Map,-246.9,66.7,-181.8,2026-03-08 02:19:48,148,Central Shroud
,-276.3,6.2,108,True,Timeworn Toadskin Map,-276.3,6.2,108,2026-03-08 02:21:18,152,East Shroud
,207.9,-2.8,74.9,True,Timeworn Toadskin Map,207.7,-2.8,74.9,2026-03-08 02:21:56,152,East Shroud
,-219.4,3.9,547.2,True,Timeworn Toadskin Map,-219.2,5.7,552.7,2026-03-08 02:22:23,153,South Shroud
,-168.8,4.9,125.7,True,Timeworn Toadskin Map,-168.7,4.9,125.2,2026-03-08 02:22:57,153,South Shroud
,84.3,9.6,13.6,True,Timeworn Toadskin Map,78.4,11.4,16.1,2026-03-08 02:23:22,153,South Shroud
,355.1,-4.5,18.1,True,Timeworn Toadskin Map,355.2,-4.5,18.1,2026-03-08 02:24:42,154,North Shroud
,-204.3,23.7,-444,True,Timeworn Toadskin Map,-204.4,23.7,-444,2026-03-08 02:25:25,134,Middle La Noscea
,-72.3,12.2,-407.9,True,Timeworn Toadskin Map,-72.1,12.3,-407.8,2026-03-08 02:25:43,134,Middle La Noscea
,134.5,48.5,69.1,True,Timeworn Toadskin Map,134.4,48.5,69,2026-03-08 02:26:24,134,Middle La Noscea
,428.8,66.4,-148.1,True,Timeworn Toadskin Map,428.8,66.4,-148,2026-03-08 02:27:36,135,Lower La Noscea
,101.9,47,79.2,True,Timeworn Toadskin Map,105.4,46.4,75,2026-03-08 02:28:08,135,Lower La Noscea
,-243.2,-38.2,485.7,True,Timeworn Toadskin Map,-244,-38.4,491.7,2026-03-08 02:30:53,138,Western La Noscea
,57.9,2,182.7,True,Timeworn Leather Map,48.9,1.5,171.9,2026-03-08 02:40:26,152,East Shroud
,21.9,13,54.9,True,Timeworn Goatskin Map,21,13,55.1,2026-03-08 03:00:56,141,Central Thanalan
,42.2,7.4,435,True,Timeworn Toadskin Map,42.1,7.4,435,2026-03-08 03:01:29,152,East Shroud
,160.3,-27.2,211.4,True,Timeworn Toadskin Map,160.8,-27.1,211.3,2026-03-08 03:01:57,154,North Shroud
,-244.5,-27.3,203.2,True,Timeworn Toadskin Map,-248.1,-24.4,203.2,2026-03-08 03:02:30,154,North Shroud
,-91.6,13.9,665.2,True,Timeworn Toadskin Map,-92.3,13.7,665.3,2026-03-08 03:03:02,135,Lower La Noscea
,-99.4,63.7,684.2,True,Timeworn Toadskin Map,-99.4,63.7,684.1,2026-03-08 03:03:58,137,Eastern La Noscea
,234.3,54.4,619.6,True,Timeworn Toadskin Map,234.2,54.4,619.6,2026-03-08 03:04:28,137,Eastern La Noscea
,352.7,28,710.3,True,Timeworn Toadskin Map,352.7,28,710.2,2026-03-08 03:04:46,137,Eastern La Noscea
,322.3,-19.8,159.1,True,Timeworn Toadskin Map,322.3,-19.8,159.2,2026-03-08 03:05:29,138,Western La Noscea
,12.5,-23.2,101.1,True,Timeworn Toadskin Map,12.3,-23.2,101.1,2026-03-08 03:05:57,138,Western La Noscea
,-463.1,-11.8,220,True,Timeworn Toadskin Map,-463.5,-11.7,220,2026-03-08 03:07:02,139,Upper La Noscea
,346.5,27,-151.2,True,Timeworn Toadskin Map,340.4,28.3,-155.1,2026-03-08 03:10:05,139,Upper La Noscea
,-586.1,-1.9,-12.9,True,Timeworn Toadskin Map,-586.5,-1.9,-12.9,2026-03-08 03:12:41,139,Upper La Noscea
,-288.4,15.1,-531.3,True,Timeworn Toadskin Map,-290.1,15.2,-530.4,2026-03-08 04:26:05,180,Outer La Noscea
,192.9,63.8,-279.4,True,Timeworn Toadskin Map,191.1,63.9,-279.4,2026-03-08 04:27:22,180,Outer La Noscea
,-362.1,58.5,-373.2,True,Timeworn Toadskin Map,-361.2,58.4,-371.5,2026-03-08 04:28:23,180,Outer La Noscea
,-151,15.7,-248.8,True,Timeworn Toadskin Map,-149.9,15.6,-249.2,2026-03-08 04:30:07,140,Western Thanalan
,202.6,55.5,-192.2,True,Timeworn Toadskin Map,203,55.5,-192.2,2026-03-08 04:30:36,140,Western Thanalan
,-362,15.8,-719.6,True,Timeworn Toadskin Map,-362,15.8,-719.8,2026-03-08 04:32:01,140,Western Thanalan
,-170.1,4.2,-8.7,True,Timeworn Toadskin Map,-168.7,4.6,-9.9,2026-03-08 04:35:57,141,Central Thanalan
,40.6,15.6,612.1,True,Timeworn Toadskin Map,41.1,15.6,610.1,2026-03-08 04:38:08,141,Central Thanalan
,-157,14,-195.7,True,Timeworn Toadskin Map,-156.9,14,-195.5,2026-03-08 04:41:09,141,Central Thanalan
,-235,-34.1,434.6,True,Timeworn Toadskin Map,-235,-34.1,434.6,2026-03-08 04:41:56,145,Eastern Thanalan
,287.9,2.4,-184.9,True,Timeworn Toadskin Map,288.3,2.5,-184.8,2026-03-08 04:43:09,145,Eastern Thanalan
,-228.6,-37.8,122.4,True,Timeworn Toadskin Map,-228.6,-37.8,122.4,2026-03-08 04:44:01,145,Eastern Thanalan
,142.3,7.3,474.2,True,Timeworn Toadskin Map,142.6,7.4,474.3,2026-03-08 04:46:17,146,Southern Thanalan
,-228.9,22,-522.2,True,Timeworn Toadskin Map,-228.9,22,-522.1,2026-03-08 04:47:59,146,Southern Thanalan
,-388.9,-1.8,893.7,True,Timeworn Toadskin Map,-388.9,-1.9,893.8,2026-03-08 04:50:08,146,Southern Thanalan
,460,305.5,-284.8,True,Timeworn Toadskin Map,460.2,305.5,-284.4,2026-03-08 04:50:53,155,Coerthas Central Highlands
,-301.5,220.5,681.6,True,Timeworn Toadskin Map,-301.5,220.6,681.8,2026-03-08 04:52:47,155,Coerthas Central Highlands
,-89.7,300.1,-302.1,True,Timeworn Toadskin Map,-89.7,300.1,-302.3,2026-03-08 04:54:21,155,Coerthas Central Highlands
,272,8.9,-602.7,True,Timeworn Toadskin Map,272.1,8.8,-602.7,2026-03-08 04:55:02,156,Mor Dhona
,128.7,-14.5,-447.3,True,Timeworn Toadskin Map,128.6,-14.4,-447.2,2026-03-08 04:55:24,156,Mor Dhona
,-203.3,8.6,-667.9,True,Timeworn Toadskin Map,-203.6,8.6,-667.9,2026-03-08 04:56:16,156,Mor Dhona
,-380.9,50.7,5.7,True,Timeworn Boarskin Map,-380.7,50.7,5.6,2026-03-08 04:57:20,148,Central Shroud
,352.1,-2,-38.3,True,Timeworn Boarskin Map,352.5,-1.9,-38.1,2026-03-08 04:58:37,148,Central Shroud
,43.8,-18.8,192,True,Timeworn Boarskin Map,43.6,-18.9,192.4,2026-03-08 04:59:18,148,Central Shroud
,285.4,-5.5,23.5,True,Timeworn Boarskin Map,285.4,-5.5,23.5,2026-03-08 05:00:27,152,East Shroud
,-191.3,46.4,-105.4,True,Timeworn Boarskin Map,-191.3,46.4,-105.3,2026-03-08 05:01:18,152,East Shroud
,-428.2,12.2,301.6,True,Timeworn Boarskin Map,-428.1,12.2,301.6,2026-03-08 05:02:05,152,East Shroud
,254.8,5.5,48,True,Timeworn Boarskin Map,254.8,5.5,48,2026-03-08 05:03:16,153,South Shroud
,-104.3,6,-111.6,True,Timeworn Boarskin Map,-104.2,6,-111.4,2026-03-08 05:03:51,153,South Shroud
,-66.8,0.8,369,True,Timeworn Boarskin Map,-66.7,0.8,369.1,2026-03-08 05:04:33,153,South Shroud
,-189.4,-45.8,235.4,True,Timeworn Boarskin Map,-189.3,-45.8,235.3,2026-03-08 05:05:07,154,North Shroud
,56.4,-39.8,331.3,True,Timeworn Boarskin Map,56.4,-39.9,331.5,2026-03-08 05:05:36,154,North Shroud
,62.7,-38.3,256.7,True,Timeworn Boarskin Map,62.7,-38.3,256.5,2026-03-08 05:05:50,154,North Shroud
,80.4,58.4,239.1,True,Timeworn Boarskin Map,80.4,58.4,239,2026-03-08 05:06:55,134,Middle La Noscea
,-191.3,46.5,-77.3,True,Timeworn Boarskin Map,-191.5,46.5,-77.4,2026-03-08 05:07:55,134,Middle La Noscea
,67.4,67.9,-218.7,True,Timeworn Boarskin Map,67.5,67.9,-218.7,2026-03-08 05:08:22,134,Middle La Noscea
,23.2,46.3,727.1,True,Timeworn Boarskin Map,23.2,46.3,727,2026-03-08 05:09:04,135,Lower La Noscea
,275.4,46.3,12.8,True,Timeworn Boarskin Map,275.4,46.3,12.8,2026-03-08 05:11:43,135,Lower La Noscea
,349.2,59.3,-65.5,True,Timeworn Boarskin Map,349.2,59.3,-65.5,2026-03-08 05:12:00,135,Lower La Noscea
,-245,59.9,160.6,True,Timeworn Boarskin Map,-246.1,61.7,156.2,2026-03-08 05:15:03,137,Eastern La Noscea
,256.3,46.9,681.7,True,Timeworn Boarskin Map,255.4,47.5,684.7,2026-03-08 05:15:50,137,Eastern La Noscea
,310.2,42.2,181.9,True,Timeworn Boarskin Map,310.2,42.2,181.9,2026-03-08 05:16:41,137,Eastern La Noscea
,-125,-24.4,51.2,True,Timeworn Boarskin Map,-125,-24.4,51.2,2026-03-08 05:17:44,138,Western La Noscea
,460,8.3,425.6,True,Timeworn Boarskin Map,460,8.3,425.6,2026-03-08 05:19:00,138,Western La Noscea
,-236.2,-39.9,680,True,Timeworn Boarskin Map,-235.9,-39.6,676.8,2026-03-08 05:20:50,138,Western La Noscea
,323.1,-2.7,7.3,True,Timeworn Boarskin Map,323.1,-2.7,7.2,2026-03-08 05:21:21,139,Upper La Noscea
,-488.4,-2.4,17.8,True,Timeworn Boarskin Map,-488.4,-2.4,17.8,2026-03-08 05:22:18,139,Upper La Noscea
,731.6,4.2,170.5,True,Timeworn Boarskin Map,731.6,4.2,170.5,2026-03-08 05:23:48,139,Upper La Noscea
,51.5,66.6,-216,True,Timeworn Boarskin Map,52.1,66.6,-216.2,2026-03-08 05:24:23,180,Outer La Noscea
,-310,32.4,-444.1,True,Timeworn Boarskin Map,-310.1,32.5,-444.1,2026-03-08 05:25:24,180,Outer La Noscea
,60.2,55.5,-497.6,True,Timeworn Boarskin Map,60.2,55.5,-497.4,2026-03-08 05:27:20,180,Outer La Noscea
,27.7,51.5,212.6,True,Timeworn Boarskin Map,27.7,51.5,212.6,2026-03-08 05:28:26,140,Western Thanalan
,72.5,58,-25.1,True,Timeworn Boarskin Map,72.6,58,-25.1,2026-03-08 05:28:58,140,Western Thanalan
,-289.1,18.2,-180.3,True,Timeworn Boarskin Map,-289.1,18.2,-180.1,2026-03-08 05:29:53,140,Western Thanalan
,300,-15.3,-36.2,True,Timeworn Boarskin Map,300.2,-15.3,-36.2,2026-03-08 05:30:41,141,Central Thanalan
,-237.1,18.9,-258.5,True,Timeworn Boarskin Map,-237.1,18.9,-258.5,2026-03-08 05:31:29,141,Central Thanalan
,262,15.2,471.4,True,Timeworn Boarskin Map,262.2,15.2,471.5,2026-03-08 05:32:46,141,Central Thanalan
,-42.6,-18.8,368.5,True,Timeworn Boarskin Map,-42.6,-18.8,368.4,2026-03-08 05:33:40,145,Eastern Thanalan
,-340.5,-12,-248.6,True,Timeworn Boarskin Map,-340.5,-12,-248.8,2026-03-08 05:34:42,145,Eastern Thanalan
,-544.5,-17.7,79.5,True,Timeworn Boarskin Map,-544.5,-17.7,79.5,2026-03-08 05:35:25,145,Eastern Thanalan
,-429.1,0.1,711.6,True,Timeworn Boarskin Map,-429.2,0.1,711.8,2026-03-08 05:36:11,146,Southern Thanalan
,-10.5,8.7,375.4,True,Timeworn Boarskin Map,-10.4,8.7,375.3,2026-03-08 05:36:53,146,Southern Thanalan
,-196,0.2,929.1,True,Timeworn Boarskin Map,-196,0.2,929.3,2026-03-08 05:37:41,146,Southern Thanalan
,155.5,22.9,106.7,True,Timeworn Boarskin Map,155.4,22.8,106.6,2026-03-08 05:38:19,147,Northern Thanalan
,-93.1,47.2,-18.4,True,Timeworn Boarskin Map,-93,47.2,-18.4,2026-03-08 05:38:45,147,Northern Thanalan
,-87.4,66.5,-139.7,True,Timeworn Boarskin Map,-87.4,66.5,-139.8,2026-03-08 05:39:01,147,Northern Thanalan
,-775.7,238.8,-141.9,True,Timeworn Boarskin Map,-775.7,238.8,-142.1,2026-03-08 05:40:39,155,Coerthas Central Highlands
,104.8,376.1,-647.1,True,Timeworn Boarskin Map,104.7,376.1,-647.2,2026-03-08 05:42:40,155,Coerthas Central Highlands
,-685.8,223,-436.4,True,Timeworn Boarskin Map,-685.7,223,-436.3,2026-03-08 05:44:43,155,Coerthas Central Highlands
,-201.6,0.2,-528.4,True,Timeworn Boarskin Map,-201.6,0.2,-528.5,2026-03-08 05:45:24,156,Mor Dhona
,214.8,-17.9,-466.5,True,Timeworn Boarskin Map,214.7,-17.9,-466.7,2026-03-08 05:46:14,156,Mor Dhona
,-307.1,-11.4,-516.2,True,Timeworn Boarskin Map,-307.2,-11.4,-516.1,2026-03-08 05:47:09,156,Mor Dhona
,-13.4,-33.4,377.1,True,Timeworn Peisteskin Map,-13.4,-33.4,377,2026-03-08 05:47:55,148,Central Shroud
,-289,61.6,-101.9,True,Timeworn Peisteskin Map,-289.1,61.7,-101.9,2026-03-08 05:49:00,148,Central Shroud
,-454.3,56.7,-204.6,True,Timeworn Peisteskin Map,-454.3,56.7,-204.6,2026-03-08 05:49:25,148,Central Shroud
,-178.1,-1,164.3,True,Timeworn Peisteskin Map,-177.9,-1,163.7,2026-03-08 05:49:54,152,East Shroud
,361.5,-19.1,-152.2,True,Timeworn Peisteskin Map,361.3,-19.1,-152.1,2026-03-08 05:50:58,152,East Shroud
,350.3,-3.6,-32.7,True,Timeworn Peisteskin Map,350.1,-3.6,-32.5,2026-03-08 05:51:26,152,East Shroud
,451.4,1.4,171.2,True,Timeworn Peisteskin Map,451.6,1.3,171.3,2026-03-08 05:52:11,153,South Shroud
,376.2,-2.5,142.2,True,Timeworn Peisteskin Map,376.4,-2.4,142.3,2026-03-08 05:52:22,153,South Shroud
,67.7,22.3,152.8,True,Timeworn Peisteskin Map,67.8,22.3,152.7,2026-03-08 05:52:59,153,South Shroud
,48.2,-11.2,120.7,True,Timeworn Peisteskin Map,48.2,-11.2,120.8,2026-03-08 05:53:31,154,North Shroud
,21.4,-13.7,-23,True,Timeworn Peisteskin Map,21.4,-13.7,-22.9,2026-03-08 05:53:47,154,North Shroud
,-14.2,-55.4,518.6,True,Timeworn Peisteskin Map,-14.2,-55.4,518.5,2026-03-08 05:55:21,154,North Shroud
,-374.8,34.5,-489.1,True,Timeworn Peisteskin Map,-374.6,34.5,-489,2026-03-08 05:56:47,134,Middle La Noscea
,3.9,57.6,-331.9,True,Timeworn Peisteskin Map,3.9,57.6,-331.9,2026-03-08 05:57:36,134,Middle La Noscea
,-347.7,21.5,-372.4,True,Timeworn Peisteskin Map,-347.8,21.5,-372.4,2026-03-08 05:58:15,134,Middle La Noscea
,623,71.4,-277.9,True,Timeworn Peisteskin Map,623,71.4,-277.9,2026-03-08 06:00:38,135,Lower La Noscea
,154.4,46,160.4,True,Timeworn Peisteskin Map,154.3,46.1,160.5,2026-03-08 06:01:41,135,Lower La Noscea
,-8.2,60.6,459.5,True,Timeworn Peisteskin Map,-8.1,60.6,459.5,2026-03-08 06:02:23,135,Lower La Noscea
,116.6,70,15.5,True,Timeworn Peisteskin Map,116.7,70,15.5,2026-03-08 06:02:56,137,Eastern La Noscea
,-161,62.9,688.7,True,Timeworn Peisteskin Map,-161,62.9,688.8,2026-03-08 06:04:08,137,Eastern La Noscea
